"","hs_complete","taken_comp_classes","work_computer","computer_hours","income","job_satisfaction","retired_tech","computer_unemployment","computers_add_jobs","science_better","satisfaction_binomial","satisfaction_binom"
"3101","Yes","Yes","Yes",41,18500,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"3102","Yes","Yes","No",0,13000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"3103","Yes","Yes","No",0,16000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"3104","No","No","Yes",2,36000,"Strongly satisfied",NA,"No","Strongly agree","Somewhat agree","Strongly satisfied",1
"3105","Yes","Yes","Yes",20,16000,"Somewhat dissatisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat dissatisfied",0
"3106","Yes","Yes","No",0,10000,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"3107","Yes","No","Yes",1,60000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3108","Yes","Yes","No",0,25000,"Somewhat satisfied",NA,"No","Strongly disagree","Somewhat agree","Somewhat satisfied",1
"3109","Yes","No","No",0,1300,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"3110","Yes","No","No",0,30000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3111","Yes","No","No",0,15000,"Strongly dissatisfied",NA,NA,"Strongly disagree","Strongly disagree","Strongly dissatisfied",0
"3112","Yes","No","No",0,31000,"Strongly dissatisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly dissatisfied",0
"3113","Yes","Yes","No",0,60000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"3114","No","No","No",0,25000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3115","Yes","Yes","Yes",25,45000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3116","Yes","No","No",0,25000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3117","Yes","Yes","Yes",17,27000,"Somewhat satisfied",NA,NA,"Strongly agree","Somewhat agree","Somewhat satisfied",1
"3118","Yes","No","No",0,20000,"Strongly dissatisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly dissatisfied",0
"3119","Yes","Yes","Yes",10,43000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"3120","No","No","No",0,35000,"Strongly satisfied",NA,"No","Strongly agree","Strongly agree","Strongly satisfied",1
"3121","Yes","No","No",0,12000,"Strongly satisfied","No",NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"3122","Yes","No","No",0,25000,"Strongly dissatisfied",NA,NA,"No opinion","Strongly agree","Strongly dissatisfied",0
"3123","Yes","No","No",0,20000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3124","Yes","Yes","Yes",30,21000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat disagree","Somewhat satisfied",1
"3125","No","No","No",0,24000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly disagree","Somewhat satisfied",1
"3126","Yes","No","Yes",10,45000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3127","Yes","No","No",0,1500,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"3128","No","No","No",0,35000,"Somewhat satisfied",NA,"No","Somewhat agree","Strongly agree","Somewhat satisfied",1
"3129","Yes","Yes","No",0,20000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"3130","No","No","No",0,17000,"Somewhat dissatisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat dissatisfied",0
"3131","Yes","No","No",0,2100,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3132","Yes","No","No",0,500,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"3133","Yes","No","No",0,7000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3134","Yes","Yes","Yes",41,33000,"Strongly satisfied",NA,NA,"No opinion","Somewhat disagree","Strongly satisfied",1
"3135","Yes","Yes","Yes",0,15000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3136","No","Yes","Yes",5,37000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"3137","Yes","Yes","No",0,22000,"Strongly satisfied",NA,NA,"Strongly agree","Somewhat agree","Strongly satisfied",1
"3138","Yes","No","Yes",12,60000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"3139","Yes","Yes","No",0,2000,"Somewhat satisfied",NA,NA,"No opinion","Strongly agree","Somewhat satisfied",1
"3140","Yes","No","No",0,10000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"3141","Yes","Yes","Yes",17,35000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"3142","Yes","No","No",0,12000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat disagree","Somewhat satisfied",1
"3143","Yes","No","No",0,1100,"Strongly satisfied",NA,"No","Strongly disagree","Somewhat disagree","Strongly satisfied",1
"3144","Yes","No","No",0,31000,"Strongly satisfied",NA,NA,"No opinion","Somewhat disagree","Strongly satisfied",1
"3145","Yes","Yes","Yes",30,40000,"Somewhat satisfied",NA,"No","Somewhat agree","Somewhat agree","Somewhat satisfied",1
"3146","No","No","No",0,50000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"3147","Yes","Yes","No",0,10000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"3148","Yes","Yes","No",0,35000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"3149","No","No","No",0,27000,"Somewhat dissatisfied",NA,NA,"Strongly agree","Strongly agree","Somewhat dissatisfied",0
"3150","Yes","Yes","No",0,1700,"Strongly satisfied",NA,NA,"No opinion","Strongly agree","Strongly satisfied",1
"3151","Yes","No","No",0,25000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"3152","Yes","No","No",0,16000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"3153","Yes","No","No",0,32000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"3154","Yes","Yes","Yes",2,40000,"Strongly satisfied",NA,NA,"Somewhat disagree","No opinion","Strongly satisfied",1
"3155","Yes","No","No",0,20000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"3156","Yes","Yes","Yes",37,23000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"3157","No","No","No",0,24000,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"3158","Yes","Yes","No",0,15000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"3159","Yes","No","No",0,60000,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"3160","Yes","No","No",0,17000,"Somewhat dissatisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat dissatisfied",0
"3161","Yes","No","Yes",1,50000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3162","Yes","No","Yes",1,3750,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3163","Yes","No","No",0,11000,"Somewhat satisfied","No",NA,"Somewhat disagree","Somewhat disagree","Somewhat satisfied",1
"3164","Yes","Yes","No",0,45000,"Somewhat dissatisfied",NA,NA,"No opinion","Strongly agree","Somewhat dissatisfied",0
"3165","Yes","Yes","No",0,1000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"3166","Yes","Yes","Yes",2,60000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"3167","Yes","No","Yes",3,13000,"Somewhat satisfied",NA,NA,"No opinion","Somewhat agree","Somewhat satisfied",1
"3168","Yes","No","No",0,22000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"3169","Yes","Yes","Yes",0,30000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3170","No","No","No",0,20000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"3171","Yes","No","No",0,18000,"Somewhat dissatisfied",NA,"No","Strongly disagree","Somewhat agree","Somewhat dissatisfied",0
"3172","Yes","No","No",0,12000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"3173","Yes","No","No",0,16000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"3174","Yes","No","No",0,14000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"3175","Yes","No","Yes",37,17400,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"3176","Yes","Yes","Yes",2,60000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3177","Yes","Yes","No",0,10000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"3178","Yes","No","Yes",5,16000,"Somewhat dissatisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat dissatisfied",0
"3179","Yes","No","No",0,30000,"Strongly satisfied","No",NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3180","No","No","No",0,25000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"3181","Yes","Yes","No",0,23000,"Strongly satisfied","No",NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3182","Yes","Yes","Yes",1,20000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"3183","Yes","Yes","Yes",10,48000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"3184","Yes","Yes","Yes",37,20000,"Strongly satisfied",NA,NA,"No opinion","No opinion","Strongly satisfied",1
"3185","Yes","No","Yes",2,28000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"3186","Yes","Yes","Yes",12,30000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"3187","Yes","No","No",0,7000,"Somewhat satisfied","No",NA,"Strongly disagree","Strongly disagree","Somewhat satisfied",1
"3188","Yes","Yes","No",0,9500,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat disagree","Strongly satisfied",1
"3189","Yes","Yes","No",0,12000,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"3190","Yes","No","Yes",10,42000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3191","Yes","No","No",0,11000,"Strongly satisfied","No",NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"3192","Yes","No","No",0,60000,"Strongly dissatisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly dissatisfied",0
"3193","Yes","Yes","Yes",10,13000,"Somewhat satisfied",NA,NA,"Strongly agree","Strongly agree","Somewhat satisfied",1
"3194","Yes","Yes","No",0,18500,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"3195","No","Yes","Yes",5,45000,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"3196","Yes","Yes","Yes",20,50000,"Strongly satisfied",NA,NA,"No opinion","Strongly agree","Strongly satisfied",1
"3197","Yes","Yes","Yes",6,30000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"3198","Yes","No","No",0,32000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3199","No","No","No",0,42000,"Somewhat satisfied",NA,NA,"Strongly agree","Strongly agree","Somewhat satisfied",1
"3200","Yes","Yes","No",0,30000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3201","Yes","No","No",0,15000,"Strongly satisfied",NA,NA,"No opinion","No opinion","Strongly satisfied",1
"3202","No","No","No",0,8000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"3203","No","No","No",0,24000,"Somewhat satisfied",NA,NA,"No opinion","Somewhat agree","Somewhat satisfied",1
"3204","Yes","Yes","Yes",20,16000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3205","Yes","Yes","Yes",6,28000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"3206","Yes","No","No",0,32000,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat satisfied",1
"3207","Yes","Yes","No",0,16000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat disagree","Strongly satisfied",1
"3208","Yes","Yes","No",0,6000,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat satisfied",1
"3209","Yes","No","Yes",10,30000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3210","Yes","No","No",0,45000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"3211","Yes","Yes","No",0,2000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"3212","Yes","No","Yes",1,45000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3213","Yes","Yes","Yes",20,28000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"3214","No","Yes","Yes",4,38000,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"3215","Yes","No","No",0,29000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"3216","Yes","No","No",0,35000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3217","Yes","Yes","Yes",20,32000,"Strongly satisfied",NA,NA,"Somewhat disagree","No opinion","Strongly satisfied",1
"3218","Yes","Yes","Yes",4,7000,"Strongly satisfied",NA,"No","Somewhat agree","Somewhat agree","Strongly satisfied",1
"3219","Yes","Yes","Yes",5,26000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3220","Yes","No","No",0,10000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly disagree","Strongly satisfied",1
"3221","Yes","Yes","Yes",20,26000,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"3222","Yes","Yes","No",0,48000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"3223","Yes","Yes","No",0,35000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3224","No","No","No",0,35000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"3225","Yes","No","Yes",3,15000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3226","Yes","No","No",0,8000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3227","Yes","No","No",0,7500,"Strongly satisfied",NA,NA,"Strongly disagree","No opinion","Strongly satisfied",1
"3228","Yes","Yes","Yes",40,35000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"3229","Yes","No","No",0,13000,"Strongly dissatisfied",NA,"No","Somewhat agree","Strongly agree","Strongly dissatisfied",0
"3230","Yes","Yes","Yes",15,48000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"3231","Yes","No","No",0,25000,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"3232","Yes","No","Yes",5,18000,"Somewhat satisfied",NA,NA,"Strongly disagree","No opinion","Somewhat satisfied",1
"3233","Yes","Yes","Yes",20,45000,"Somewhat satisfied",NA,NA,"No opinion","Strongly agree","Somewhat satisfied",1
"3234","Yes","No","No",0,60000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"3235","Yes","No","No",0,20000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"3236","Yes","Yes","Yes",38,25000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"3237","Yes","No","No",0,9300,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"3238","Yes","No","No",0,0,"Somewhat dissatisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat dissatisfied",0
"3239","Yes","No","No",0,22000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3240","Yes","No","No",0,5000,"Strongly satisfied",NA,NA,"No opinion","Strongly agree","Strongly satisfied",1
"3241","Yes","Yes","Yes",1,40000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3242","Yes","Yes","Yes",2,40000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3243","Yes","Yes","Yes",8,60000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"3244","Yes","Yes","Yes",30,35000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3245","No","Yes","Yes",30,42000,"Strongly satisfied",NA,NA,"No opinion","No opinion","Strongly satisfied",1
"3246","Yes","Yes","Yes",10,60000,"Somewhat satisfied",NA,NA,"Strongly agree","Somewhat agree","Somewhat satisfied",1
"3247","Yes","Yes","Yes",20,28000,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat disagree","Somewhat satisfied",1
"3248","Yes","Yes","Yes",30,29000,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"3249","No","Yes","No",0,10000,"Strongly satisfied",NA,"No","Somewhat agree","Somewhat agree","Strongly satisfied",1
"3250","Yes","Yes","Yes",2,30000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"3251","Yes","Yes","Yes",12,40000,"Strongly satisfied",NA,NA,"Strongly agree","Somewhat agree","Strongly satisfied",1
"3252","Yes","Yes","Yes",7,29000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3253","Yes","Yes","Yes",5,50000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3254","Yes","Yes","Yes",10,60000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"3255","Yes","No","No",0,60000,"Strongly satisfied","No",NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3256","Yes","Yes","Yes",18,17000,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"3257","Yes","Yes","Yes",37,32000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"3258","Yes","Yes","Yes",5,58000,"Strongly satisfied",NA,NA,"No opinion","Strongly agree","Strongly satisfied",1
"3259","Yes","Yes","Yes",0,55000,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"3260","Yes","Yes","Yes",4,48000,"Strongly satisfied",NA,NA,"Somewhat disagree","No opinion","Strongly satisfied",1
"3261","Yes","No","No",0,13000,"Strongly dissatisfied","Not stated",NA,"Somewhat disagree","Strongly agree","Strongly dissatisfied",0
"3262","Yes","Yes","No",0,800,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"3263","Yes","Yes","No",0,2000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3264","Yes","Yes","Yes",15,40000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"3265","Yes","Yes","Yes",10,50000,"Somewhat satisfied",NA,NA,"Strongly agree","Strongly agree","Somewhat satisfied",1
"3266","Yes","Yes","Yes",20,23000,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"3267","Yes","Yes","Yes",15,55000,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"3268","Yes","No","Yes",2,60000,"Strongly satisfied",NA,NA,"No opinion","Strongly agree","Strongly satisfied",1
"3269","Yes","No","No",0,40000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3270","Yes","No","No",0,14000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3271","Yes","No","No",0,32000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3272","No","No","No",0,30000,"Somewhat satisfied",NA,NA,"No opinion","Somewhat agree","Somewhat satisfied",1
"3273","Yes","No","No",0,12000,"Strongly satisfied","No",NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"3274","Yes","Yes","No",0,10000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"3275","Yes","No","No",0,30000,"Somewhat satisfied",NA,NA,"Strongly agree","Somewhat agree","Somewhat satisfied",1
"3276","Yes","Yes","Yes",35,25000,"Strongly satisfied",NA,NA,"Somewhat disagree","No opinion","Strongly satisfied",1
"3277","No","No","No",0,35000,"Somewhat satisfied",NA,NA,"No opinion","Strongly agree","Somewhat satisfied",1
"3278","No","No","No",0,28000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3279","Yes","No","No",0,5000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"3280","Yes","Yes","Yes",40,40000,"Strongly satisfied",NA,NA,"Strongly agree","Somewhat agree","Strongly satisfied",1
"3281","Yes","No","No",0,30000,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat satisfied",1
"3282","Yes","No","No",0,40000,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"3283","Yes","No","No",0,6000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"3284","Yes","No","No",0,32000,"Strongly dissatisfied",NA,"No","Strongly disagree","Somewhat agree","Strongly dissatisfied",0
"3285","Yes","No","No",0,15000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"3286","Yes","No","No",0,800,"Somewhat dissatisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat dissatisfied",0
"3287","No","No","No",0,10000,"Somewhat satisfied","Not stated",NA,"No opinion","No opinion","Somewhat satisfied",1
"3288","Yes","No","No",0,22000,"Somewhat satisfied",NA,NA,"Strongly agree","Strongly agree","Somewhat satisfied",1
"3289","No","No","No",0,760,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"3290","Yes","No","No",0,4800,"Somewhat dissatisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat dissatisfied",0
"3291","Yes","Yes","No",0,35000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3292","Yes","No","No",0,60000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"3293","Yes","No","Yes",30,37000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"3294","Yes","No","No",0,10000,"Strongly satisfied","No",NA,"Strongly disagree","Somewhat disagree","Strongly satisfied",1
"3295","No","No","No",0,9000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"3296","No","No","No",0,60000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"3297","Yes","No","No",0,21000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3298","Yes","Yes","Yes",41,33000,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat satisfied",1
"3299","Yes","No","No",0,47000,"Somewhat satisfied",NA,NA,"Strongly agree","Somewhat agree","Somewhat satisfied",1
"3300","Yes","No","No",0,11000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"3301","No","No","No",0,17500,"Strongly satisfied","No",NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3302","Yes","No","No",0,20000,"Somewhat dissatisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat dissatisfied",0
"3303","Yes","Yes","Yes",7,50000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3304","Yes","No","No",0,33000,"Somewhat dissatisfied",NA,NA,"Strongly agree","Strongly agree","Somewhat dissatisfied",0
"3305","No","No","No",0,30000,"Somewhat satisfied",NA,NA,"Strongly agree","Strongly agree","Somewhat satisfied",1
"3306","Yes","No","No",0,3000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3307","Yes","No","No",0,1000,"Strongly satisfied",NA,NA,"No opinion","Strongly agree","Strongly satisfied",1
"3308","Yes","No","No",0,12000,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat satisfied",1
"3309","Yes","No","No",0,38000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat disagree","Strongly satisfied",1
"3310","Yes","No","No",0,15000,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"3311","Yes","No","Yes",25,12000,"Somewhat satisfied",NA,NA,"Somewhat disagree","No opinion","Somewhat satisfied",1
"3312","Yes","No","No",0,16000,"Strongly satisfied","No",NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"3313","Yes","Yes","No",0,50000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"3314","Yes","Yes","Yes",2,35000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"3315","Yes","Yes","No",0,15000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"3316","Yes","No","Yes",4,20000,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"3317","Yes","No","No",0,20000,"Strongly dissatisfied",NA,"No","Strongly disagree","Somewhat agree","Strongly dissatisfied",0
"3318","Yes","Yes","Yes",1,20000,"Strongly dissatisfied",NA,"No","Strongly disagree","Somewhat agree","Strongly dissatisfied",0
"3319","No","No","No",0,60000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"3320","Yes","Yes","Yes",0,48000,"Somewhat dissatisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat dissatisfied",0
"3321","Yes","No","No",0,50000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"3322","Yes","No","Yes",35,8000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly disagree","Strongly satisfied",1
