eLife_ID,Count.number.of.answers,Collector.ID,Start_Date,End_Date,Time.to.complete,Time,Pace,Provided_Support,Not_ProvidedSupport,Why_NoSupport_NoResponsibility,Why_NoSupport_Invasive,Why_NoSupport_NoNeed,Why_NoSupport_Difficult,Why_NoSupport_Know,Why_NoSupport_Time,Why_NoSupport_SomeoneElse,Why_NoSupport_Qualified,Why_NoSupport_Timing,Why_NoSupport_OwnMH,Why_NoSupport_Politics,Why_NoSupport_Unsure,Why_NoSupport_PNTA,Why_NoSupport_Other,Supporter_CareerStage,Supporter_Officially,Supporter_MH,Supporter_NumberReceivers,Supporter_Country,Supporter_Country_Typos,Receiver_CareerStage,Receiver_CareerStage_Other,Receiver_MH_Perfectionism,Receiver_MH_BurnOut,Receiver_MH_Depression,Receiver_MH_LowSE,Receiver_MH_Anxiety,Receiver_MH_Sleep,Receiver_MH_Panic,Receiver_MH_Suicide,Receiver_MH_SelfHarm,Receiver_MH_Bereavement,Receiver_MH_Substance,Receiver_MH_Eating,Receiver_MH_ADHD,Receiver_MH_Bipolar,Receiver_MH_PTSD,Receiver_MH_Personality,Receiver_MH_Unsure,Receiver_MH_PNTA,Receiver_MH_Other,Receiver_MHCauses_Progress,Receiver_MHCauses_Workload,Receiver_MHCauses_Conflict,Receiver_MHCauses_Bullying,Receiver_MHCauses_Isolation,Receiver_MHCauses_Homesick,Receiver_MHCauses_Funding,Receiver_MHCauses_Admin,Receiver_MHCauses_Sexual,Receiver_MHCauses_Racism,Receiver_MHCauses_Physical,Receiver_MHCauses_MHInstitution,Receiver_MHCauses_NonMHInstitution,Receiver_MHCauses_NotAcademia,Receiver_MHCauses_NotSure,Receiver_MHCauses_PNTA,Receiver_MHCauses_Other,Receiver_MHCauses_Other_Dummy,Receiver_ProfessionalHelp,Receiver_Missing_Personal,Receiver_Missing_Peers,Receiver_Missing_Managers,Receiver_Missing_Institutions,Receiver_Missing_Pro,Receiver_Missing_OutPro,Receiver_Missing_Other,Lenght_Support,Supporter_Actions_OpenUp,Supporter_Actions_Resources,Supporter_Actions_HelpResources,Supporter_Actions_Emotional,Supporter_Actions_Advice,Supporter_Actions_Work,Supporter_Actions_Personal,Supporter_Actions_Crisis,Supporter_Actions_Adjustments,Supporter_Actions_Advocacy,Supporter_Actions_Unsure,Supporter_Actions_PNTA,Supporter_Actions_Other,Supporter_Regrets,Comfortable_withMH,Confident_withMH,Impact_Draining,Impact_Time,Impact_Work,Impact_Personal,Impact_Rewarding,Impact_PositiveDifference,Impact_Beacon,FiveWords,FiveWords_Recoded,Support_Institution,Support_Colleagues,Support_Personal,Support_Receiver,Support_Emotional_No,Support_Emotional_NoFind,Support_Emotional_Institution,Support_Emotional_Colleagues,Support_Emotional_Personal,Support_Emotional_Unsure,Support_Emotional_PNTA,Support_Emotional_Other,Support_Practical,Support_Practical_Other,Advice_Colleagues,Advice_Personal,Advice_Communities,Advice_Written,Advice_Training,Advice_Professionals,Advice_Other,Main_Barriers_NotAvailable,Main_Barriers_NoFind,Main_Barriers_Time,Main_Barriers_Financial,Main_Barriers_NotUseful,Main_Barriers_NoPb,Main_Barriers_Other,Advice_Needed,Advice_Useful,All_Age,All_Gender,All_Gender_Other,All_Minority_No,All_Minority_Ethnicity,All_Minority_Gender,All_Minority_Sex,All_Minority_Disability,All_Minority_SES,All_Minority_Unsure,All_Minority_PNTA,All_Minority_Other,Minority_NoGender_Recoded,All_CurrentRole,All_CurrentRole_Other,All_ResearchField,All_ResearchField_Other,All_Competitiveness,All_ResearchCulture,All_MH,All_UnderstandingMH,Consent_Share,All_Comments,Receiver_CareerStage_clean,Why_NoSupport_Other_Dummy,Why_NoSupport_Answered_Sum,Why_NoSupport_Answered_YN,Receiver_MH_Other_Dummy,Receiver_MH_Answered_Sum,Receiver_MH_Answered_YN,Receiver_Missing_Other_Dummy,Receiver_Missing_Answered_Sum,Receiver_Missing_Answered_YN,Supporter_Actions_Other_Dummy,Supporter_Actions_Answered_Sum,Supporter_Actions_Answered_YN,Support_Emotional_Other_Dummy,Support_Emotional_Answered_Sum,Support_Emotional_Answered_YN,Support_Practical_Other_Dummy,Support_Practical_Answered_Sum,Support_Practical_Answered_YN,Advice_Colleagues_Other_Dummy,Advice_Colleagues_Other,Main_Barriers_Other_Dummy,Main_Barriers_Answered_Sum,Main_Barriers_Answered_YN,All_Gender_Other_Dummy,All_Gender_Answered_Sum,All_Gender_Answered_YN,All_Minority_Other_Dummy,All_Minority_Answered_Sum,All_Minority_Answered_YN,All_CurrentRole_Other_Dummy,All_CurrentRole_Answered_Sum,All_CurrentRole_Answered_YN,All_ResearchField_Other_Dummy,All_ResearchField_Answered_Sum,All_ResearchField_Answered_YN,Supporter_CareerStage_clean,All_Gender_clean,All_CurrentRole_clean
11,62,248311715,20/01/20 06:11,21/01/20 02:17,20:05:44,72344,1166.84,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,,3,1,2,1,,,3,trainee MD,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,schizophrenia,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,,3,NA,1,1,NA,1,NA,,3,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,,,5,4,5,6,3,5,5,3,3,She was suffering from a lot of problems. I had my own mental health issues. It was a lot to take on. I needed support and she needed support - her psychological issues were different/worse than mine but we didn't have any clear source of support within the institution. The experience should have been -rewarding -risky -friendship -struggles,She was suffering from a lot of problems. I had my own mental health issues. It was a lot to take on. I needed support and she needed support her psychological issues were different/worse than mine but we didn't have any clear source of support within the institution. The experience should have been rewarding risky friendship struggles,3,3,4,4,NA,1,NA,NA,NA,NA,NA,,3,,5,3,5,5,2,2,,1,1,NA,1,NA,NA,,How to provide someone with the right help. How to make someone feel its ok to tell me.,none,3,3,,NA,1,NA,NA,NA,NA,NA,NA,,2,4,,5,,5,5,5,5,2,"I have had 2 particular occasions when I have really struggled - 1 time was due to depression and the other is that I myself have been diagnosed with Aspergers syndrome, which makes social communication particularly difficult for me. When I have wanted help or even just to share, its been difficult to find people I trust, people who are open to listening. How do you know you can turn to someone, how do you know who you can turn to? The person I helped through her struggles was a friend and she knew she could turn to me but at the time I was very young and had little life experience to be able to deal with her situation. I think the problem is there is simply not enough awareness. People try to hide mental health under the rug. People feel too vulnerable to reveal these things for fear of being seen as weak or weird.",3,0,4,1,1,5,1,0,3,1,0,4,1,0,1,1,0,3,1,NA,NA,0,3,1,0,3,1,0,1,1,0,4,1,0,5,1,3,3,4
12,72,248311715,17/01/20 16:50,17/01/20 23:23,06:32:37,23557,327.18,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3,1,2,2,USA,USA,3,,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,,,5,1,NA,1,NA,1,NA,,5,1,1,NA,1,1,NA,1,1,NA,1,NA,NA,,,2,1,5,5,4,5,5,5,4,"Draining, time-consuming, important, meaningful",Draining time-consuming important meaningful,3,4,4,5,NA,NA,NA,1,1,NA,NA,,3,,5,5,5,2,2,2,,1,1,1,1,1,NA,,,,2,3,,NA,NA,NA,NA,NA,NA,1,NA,,NA,3,,5,,5,5,5,1,2,,3,0,0,0,0,5,1,0,3,1,0,7,1,0,2,1,0,3,1,NA,NA,0,5,1,0,3,1,0,1,1,0,3,1,0,5,1,3,3,3
13,54,248311715,17/01/20 16:12,17/01/20 16:29,00:16:50,1010,18.7,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,,8,1,2,2,France,France,4,Isupported several persons PhD and Post-doc,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,1,NA,,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,,,2,1,5,5,2,5,4,3,5,,,1,3,3,3,NA,1,NA,NA,NA,NA,NA,,3,,3,3,2,2,2,2,,1,NA,NA,NA,NA,NA,,Speak with professional to be sure not to do something harmful to the distressed person,,5,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,8,,5,,5,4,5,3,2,,4,0,3,1,0,3,1,0,1,1,0,3,1,0,1,1,0,3,1,NA,NA,0,1,1,0,3,1,0,1,1,0,8,1,0,5,1,8,3,8
14,43,248048294,17/01/20 10:33,17/01/20 10:39,00:05:31,331,7.7,2,3,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,,7,1,2,1,,,3,,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,NA,NA,NA,NA,1,1,,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,,,5,4,2,2,1,1,4,4,1,,,6,6,6,5,1,NA,NA,NA,NA,NA,NA,,1,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,3,1,,NA,NA,NA,1,NA,NA,NA,NA,,2,7,,5,,5,4,5,4,2,,3,0,3,1,0,1,1,0,2,1,0,2,1,0,0,0,0,1,1,NA,NA,0,0,0,0,1,1,0,1,1,0,7,1,0,5,1,7,1,7
15,53,248048758,14/01/20 22:57,14/01/20 23:08,00:11:33,693,13.08,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,,7,1,1,1,,,4,,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paranoia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anxiety to find a stable position after postdoc,1,5,NA,NA,NA,NA,NA,1,,3,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,,,2,2,5,5,5,5,1,4,3,Nightmare,Nightmare,3,3,4,1,NA,NA,NA,1,1,NA,NA,,4,,4,4,2,4,2,2,,1,NA,1,NA,NA,NA,,,Discussions with colleagues,4,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,8,,12,,5,4,1,2,2,"Currently academia is a terrible place for people with vulnerable mental organisation: Frequently aggressive, competitive, lots of pressure and uncertain future - a breeding ground for troubles",4,0,2,1,1,3,1,0,1,1,0,4,1,0,2,1,0,4,1,NA,NA,0,2,1,0,3,1,0,1,1,0,8,1,0,12,1,7,3,8
16,62,248311715,12/01/20 04:36,12/01/20 05:02,00:26:31,1591,25.66,3,2,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,,8,2,2,2,South Africa,South Africa,9,,NA,NA,1,NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,3,NA,NA,NA,1,1,NA,,3,1,1,NA,1,1,NA,NA,NA,1,1,NA,NA,,,5,4,5,5,5,5,2,4,2,"Draining, exhausting, confusing, enlightening, frustrating",Draining exhausting confusing enlightening frustrating,4,2,4,4,NA,1,NA,NA,NA,NA,NA,,3,,3,2,2,2,2,3,,NA,NA,1,NA,NA,NA,,"I needed emotional support as the experience of being both line manager and provider of support to the affected staff member was very challenging. She was supported entirely by one of my research grants so we were both under pressure to deliver. However, she was very ill for a very long time; striking the balance between meeting the project needs, supporting her (including by giving her a lot of time off), and encouraging her to think about other career opportunities was extremely challenging for me personally. As a very senior member of staff, I also found it difficult to open up to peers and colleagues about the challenges I was facing. The experience was therefore very lonely.",,5,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,8,,12,,5,5,2,5,2,"The spotlight my shift to also include senior academics as well as sufferers of mental health problems in academia. As leaders, senior academics are frequently ignored but carry a disproportionate burden of support provision to early- and mid-career researchers. Hyper-competitiveness and the need for continuous high-level performance is an important driver of the mental health problems I've seen burgeoning over the past few years. Until 5 years ago, I could speak passionately, openly and honestly about how privileged I felt to have enjoyed a wonderful career in academia, and to use my enthusiasm to inspire/encourage young people to consider such a career. However, I no longer feel that way and often find myself encouraging young people who appear to lack the resilience, thick skin and, dare I say, narcissistic tendencies, needed to survive in contemporary academia to seek alternative career options. This saddens me greatly. However, I am encouraged that the veil is slowly being lifted on this problem. This gives me hope.",9,0,4,1,0,6,1,0,2,1,0,6,1,0,1,1,0,3,1,NA,NA,0,1,1,0,3,1,0,1,1,0,8,1,0,12,1,8,3,8
17,61,248048758,09/01/20 14:35,09/01/20 14:55,00:19:03,1143,18.74,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,9,1,1,2,France,France,7,,NA,1,NA,1,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,3,NA,NA,NA,1,1,NA,,2,NA,1,1,1,NA,1,NA,1,1,1,NA,NA,,,4,4,4,5,5,4,3,3,3,negative; demanding; not rewarding; ethical; useful,negative demanding not rewarding ethical useful,3,4,4,1,NA,NA,NA,NA,1,NA,NA,But the institution was not able to help properly,3,,4,4,1,1,1,2,,1,NA,NA,NA,NA,NA,,,,3,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,9,,5,,5,4,2,5,2,"In general, I think that having some PI's in burn out is putting the whole teams in danger, and not much is planned from the institutions to support in these situations.",7,0,1,1,0,7,1,0,2,1,0,7,1,1,2,1,0,3,1,NA,NA,0,1,1,0,1,1,0,1,1,0,9,1,0,5,1,9,1,9
18,58,247890590,09/01/20 11:05,09/01/20 11:30,00:25:39,1539,26.53,4,3,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,,4,1,2,2,Germany,Germany,3,,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,3,1,NA,1,NA,NA,1,,5,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,,,5,4,1,4,1,5,5,5,1,,,6,6,6,5,1,NA,NA,NA,NA,NA,NA,,0,I had already information based on my own experience,1,1,4,4,5,4,I got advice from my own therapist,NA,NA,NA,NA,NA,1,,,,3,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,4,,17,,5,5,5,5,2,"Stigma is everything. If you don't know well the person who has a menthal health issue, or it is so advanced that is quite obvious, you will never know who is struggling with its mental health. It is very difficult to offer support openly since most of people prefer to hide. I understand very well this feeling. Unfortunately, is the common situation one can find in every single research institution...",3,0,3,1,0,3,1,0,3,1,0,4,1,0,0,0,1,1,1,NA,NA,0,1,1,0,3,1,0,1,1,0,4,1,0,17,1,4,3,4
19,56,248048473,06/01/20 08:51,06/01/20 09:36,00:45:36,2736,48.86,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,5,1,2,2,Germany,Germany,3,This person is my partner,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Anger/frustration/short temper due to stress,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lack of daycare for his child, and no support in this situation from the work place caused work pressure to rise due to time pressure",1,1,NA,NA,1,1,NA,NA,"The city has a fundamental issue providing daycare to several families, causing them not to be able to tend to work as there is no daycare solutions available. Given this state-wide issue, the institution should take this into account and together with the parents effected by this try to come up with a workable solution. Or at least have some level of understanding for this situation the parents are currently being placed in unwillingly.",5,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,"Privately, I took over responsibilities for this person so he did not have to worry about this next to work. This caused me to take on an immense work load and overtake responsibilities I did not have time for, causing me to become stressed and worked out myself.",,5,4,5,5,5,5,2,3,3,Energy draining Stressful Intimidating Worry-some Mood killer,Energy-draining Stressful Intimidating Worrysome Mood killer,1,1,5,2,NA,NA,NA,NA,1,NA,NA,,3,,1,3,3,2,2,2,,NA,1,1,1,NA,NA,,How to make the other person aware they were on an unhealthy path in terms of their mental health - like an intervention almost.,"My own experience struggling with mental health issue for many years growing up. Even though they were for different reasons entirely, the cognitive behavioural tools I learned in treatment could to some extend still be applied here.",2,3,,NA,NA,NA,NA,NA,NA,1,NA,,NA,5,,5,,4,5,5,5,2,"I have worked for more than 10 years in academia as a research assistant in many different institutes, even in different countries, and I see the same pretty much everywhere: PhD students are not capable or learning time management surrounding PhD life, mainly because most of them lack a clear guidance from their supervisor. And more often than I care to admit, I have seen PhD students being ""dropped"" (active support stops) by their supervisor if he/she believes the project is not leading to a high impact publication. This causes them to either try to manage on their own, or they pull on other scientists, e.g post doc graduates. At the same time, they then get criticised by their supervisor for the work they are doing. I also often hear students not feeling comfortable bringing up these issues with their supervisor or really having anyone to go to with it. For instance a PhD office or similar with people dedicated to help students with such issues. In addition to this, there is this unwritten rule that when you do a PhD you should not have a life outside this. It is expected you work non stop, and get paid nothing for as many years as possible. My personal opinion is that mental health is just something that is not a ""hot topic"" in academia. It may be officially but in the daily life in the institutions, the individual groups, amongst colleagues it is not something that is talked about, and if you do bring it up it is something people don't want to touch. There is still a very old fashioned way of thinking when it comes to this. And this is not only with mental health. The same is the case for sexual harassment, gender equality etc. Especially the higher up you get in the 'hierarchy'. So if you do go to your supervisor or anyone else who is actually in a situation where they can help you, because they have the 'power' to do so, you are less likely to actually get that help or just a level of understanding from your superiors. This causes you to kind of get defeated every time you ask for help/advice, so eventually you stop asking, and that is usually when things then start to spiral out of control. I know in my institution there is the option to get counselling, but I have no clue who can get this - if it is only students - or how to access it. It is not something that is really advertised - you just sort of hear about it. In addition, this person is placed in a different campus for us, so we would need a 50 minutes train ride to get there (and then back again).",3,0,0,0,1,5,1,1,3,1,1,5,1,0,1,1,0,3,1,NA,NA,0,3,1,0,3,1,0,1,1,0,5,1,0,5,1,5,3,5
20,52,247890590,03/01/20 16:43,03/01/20 16:57,00:14:21,861,16.56,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,3,1,2,1,[REDACTED FOR ANONYMITY],[REDACTED FOR ANONYMITY],3,,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,4,NA,NA,1,NA,NA,NA,,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,,,2,1,3,4,4,NA,3,4,4,[REDACTED FOR CONFIDENTIALITY],[REDACTED FOR CONFIDENTIALITY],1,2,3,5,1,NA,NA,NA,NA,NA,NA,,3,,3,5,4,4,2,2,,NA,NA,NA,1,NA,NA,,,[REDACTED FOR CONFIDENTIALITY],3,3,,NA,1,1,NA,NA,NA,NA,NA,,2,11,,11,,5,5,5,4,1,[REDACTED FOR CONFIDENTIALITY],3,0,1,1,0,3,1,0,1,1,0,2,1,0,0,0,0,3,1,NA,NA,0,1,1,0,3,1,0,2,1,0,11,1,0,11,1,3,3,11
21,48,248048758,02/01/20 20:49,02/01/20 21:01,00:12:25,745,15.52,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4,1,2,3,[REDACTED FOR ANONYMITY],[REDACTED FOR ANONYMITY],4,,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,5,NA,NA,1,NA,NA,NA,,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,4,4,4,4,4,4,5,5,5,,,3,4,4,4,NA,1,NA,NA,NA,NA,NA,,3,,4,2,3,3,3,3,,NA,NA,1,NA,NA,NA,,,,2,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,4,,5,,4,4,5,5,1,,4,0,0,0,0,2,1,0,1,1,0,1,1,0,1,1,0,3,1,NA,NA,0,1,1,0,3,1,0,1,1,0,4,1,0,5,1,4,3,4
22,51,248048758,27/12/19 01:47,27/12/19 01:58,00:10:24,624,12.24,3,3,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Needed to understand more about underlying condition to help, but person didn't want to share (which is fine). Also I think the person's condition was quite complicated and even his physicians had a hard time figuring out what was wrong.",9,1,1,2,USA,USA,5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,,4,NA,NA,NA,NA,NA,NA,don't know,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,4,2,4,2,1,4,5,4,3,concerning sad confusing mystifying,concerning sad confusing mystifying,5,5,5,5,NA,NA,NA,1,1,NA,NA,,3,,4,4,5,2,2,2,"well, not really sure if I needed these things. I wanted to help the person as a friend/coworker, but it was not an assigned role to do so, and it was unclear if he wanted that help from me or not. I tried to offer as I could but didn't push it. If he had accepted then I would have wanted more resources to learn about his condition and how best to help.",NA,NA,NA,NA,NA,NA,"unclear what the underlying issue was, so hard to know what resources to look for",,,4,3,,NA,NA,NA,1,NA,NA,NA,NA,,2,9,,5,,5,1,3,4,2,I wish it were less taboo for people to admit they were struggling - seems to make the issue worse.,5,1,5,1,0,1,1,1,1,1,0,2,1,0,2,1,0,3,1,NA,NA,1,1,1,0,3,1,0,1,1,0,9,1,0,5,1,9,3,9
23,16,248311715,21/12/19 14:03,21/12/19 14:11,00:07:08,428,26.75,5,2,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,1,3,,NA,NA,NA,NA,1,1,NA,NA,,2,2,,18,,1,1,5,5,2,"Having struggled with mental health problems myself, I feel much more able to assist, using the tools I have learned in therapy and sharing the things that have helped me. However, when I tried to reach out during my own struggles for support, I found at least one person very unsure of what to do as they had not had any prior experience or training. Getting through mental health problems and getting professional support can serve as a type of training for assisting others.",NA,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,3,1,0,2,1,0,2,1,0,18,1,NA,3,2
24,54,247890590,21/12/19 04:46,21/12/19 04:59,00:13:03,783,14.5,3,3,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,,4,1,3,2,United States,USA,3,,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,NA,NA,NA,1,NA,NA,,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,,,5,4,5,5,4,2,5,5,4,Draining. Necessary. Sad.,Draining Necessary Sad,2,2,1,5,NA,1,NA,NA,NA,NA,NA,,3,,1,1,1,1,2,2,,1,NA,1,NA,NA,NA,,,,3,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,4,,5,,5,5,5,5,2,"It's a thankless job but somebody had to do it. I know that providing secondary mentorship (disciplinary, hidden curriculum stuff, and emotional) is critical to making the trains run on time. There's a recent pnas paper from feldon et al that shows postdocs are the critical to grad student development. But I also know that my contributions in this area have cost me productivity wise. And will be a big part of why I never reach tenure track. I know that urm face even more of a burden in this area than me. The system sucks. I'm starting to even get TT faculty vent to me about their workload.",3,0,2,1,0,2,1,0,1,1,0,3,1,0,1,1,0,3,1,NA,NA,0,2,1,0,1,1,0,1,1,0,4,1,0,5,1,4,1,4
25,42,248048473,20/12/19 18:14,20/12/19 18:28,00:14:05,845,20.12,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3,1,2,2,USA,USA,3,,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,4,NA,NA,NA,NA,1,NA,,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,5,2,2,2,2,4,5,4,4,,,3,3,4,5,1,NA,NA,NA,NA,NA,NA,,1,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,2,3,,NA,1,NA,NA,NA,NA,NA,NA,,2,3,,5,,4,4,5,5,2,,3,0,0,0,0,4,1,0,1,1,0,1,1,0,0,0,0,1,1,NA,NA,0,0,0,0,3,1,0,1,1,0,3,1,0,5,1,3,3,3
26,40,248048341,19/12/19 16:37,19/12/19 16:54,00:16:46,1006,25.15,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2,1,2,1,India,India,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Upset because her PI wasn't happy with her work,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,She got most of every kind of support mention here yet the not generating proper data was main issue,7,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,,,4,4,4,1,1,3,3,3,2,Mutually beneficial network of researchers,Mutually beneficial network of researchers,3,3,5,5,1,NA,NA,NA,NA,NA,NA,,1,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,1,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,2,,5,,4,1,4,4,2,,2,0,0,0,1,1,1,1,1,1,0,3,1,0,0,0,0,1,1,NA,NA,0,0,0,0,1,1,0,1,1,0,2,1,0,5,1,2,1,2
27,18,248048341,19/12/19 09:07,19/12/19 09:09,00:02:11,131,7.28,5,3,NA,1,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,1,3,,NA,1,1,NA,NA,NA,NA,NA,,2,2,,5,,4,5,5,4,2,,NA,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,3,1,0,2,1,0,2,1,0,5,1,NA,3,2
